332.0000 334.0000 3.0000 166.0000 175.0000
327.0000 332.0000 3.0000 167.0000 176.0000
331.0000 335.0000 3.0000 167.0000 176.0000
332.0000 334.0000 3.0000 167.0000 177.0000
334.0000 334.0000 3.0000 168.0000 176.0000
335.0000 335.0000 3.0000 168.0000 176.0000
328.0000 334.0000 3.0000 167.0000 176.0000
328.0000 334.0000 3.0000 168.0000 175.0000
332.0000 332.0000 3.0000 166.0000 176.0000
331.0000 336.0000 3.0000 167.0000 176.0000
333.0000 334.0000 3.0000 168.0000 175.0000
332.0000 332.0000 3.0000 167.0000 175.0000
328.0000 332.0000 3.0000 168.0000 175.0000
331.0000 332.0000 3.0000 166.0000 176.0000
333.0000 335.0000 3.0000 167.0000 175.0000
334.0000 336.0000 3.0000 167.0000 176.0000
331.0000 332.0000 3.0000 167.0000 176.0000
332.0000 334.0000 3.0000 169.0000 176.0000
328.0000 335.0000 3.0000 168.0000 175.0000
328.0000 334.0000 3.0000 168.0000 175.0000
331.0000 334.0000 3.0000 168.0000 175.0000
328.0000 334.0000 3.0000 167.0000 176.0000
328.0000 334.0000 3.0000 167.0000 175.0000
326.0000 335.0000 3.0000 167.0000 174.0000
331.0000 334.0000 3.0000 169.0000 175.0000
328.0000 334.0000 3.0000 167.0000 176.0000
328.0000 332.0000 3.0000 168.0000 175.0000
328.0000 335.0000 3.0000 168.0000 175.0000
332.0000 332.0000 3.0000 167.0000 176.0000
328.0000 332.0000 3.0000 168.0000 175.0000
328.0000 332.0000 3.0000 168.0000 176.0000
331.0000 336.0000 3.0000 168.0000 175.0000
331.0000 334.0000 3.0000 168.0000 176.0000
328.0000 334.0000 3.0000 169.0000 175.0000
333.0000 334.0000 3.0000 167.0000 176.0000
331.0000 332.0000 3.0000 168.0000 175.0000
332.0000 332.0000 3.0000 167.0000 176.0000
328.0000 334.0000 3.0000 168.0000 175.0000
328.0000 334.0000 3.0000 167.0000 175.0000
329.0000 334.0000 3.0000 168.0000 175.0000
325.0000 332.0000 3.0000 169.0000 175.0000
328.0000 332.0000 3.0000 167.0000 175.0000
331.0000 335.0000 3.0000 168.0000 175.0000
328.0000 333.0000 3.0000 167.0000 175.0000
328.0000 332.0000 3.0000 165.0000 176.0000
328.0000 332.0000 3.0000 168.0000 175.0000
329.0000 334.0000 3.0000 170.0000 175.0000
328.0000 334.0000 3.0000 167.0000 175.0000
334.0000 336.0000 3.0000 166.0000 174.0000
328.0000 335.0000 3.0000 167.0000 175.0000
328.0000 333.0000 3.0000 166.0000 175.0000
328.0000 334.0000 3.0000 166.0000 176.0000
333.0000 334.0000 3.0000 168.0000 175.0000
331.0000 332.0000 3.0000 166.0000 175.0000
332.0000 334.0000 3.0000 165.0000 175.0000
328.0000 335.0000 3.0000 168.0000 175.0000
332.0000 334.0000 3.0000 167.0000 176.0000
331.0000 334.0000 3.0000 166.0000 175.0000
328.0000 332.0000 3.0000 167.0000 175.0000
328.0000 335.0000 3.0000 169.0000 175.0000
328.0000 334.0000 3.0000 168.0000 176.0000
328.0000 334.0000 3.0000 167.0000 175.0000
331.0000 332.0000 3.0000 167.0000 175.0000
331.0000 334.0000 3.0000 167.0000 175.0000
328.0000 332.0000 3.0000 166.0000 174.0000
332.0000 334.0000 3.0000 167.0000 175.0000
328.0000 332.0000 3.0000 167.0000 175.0000
331.0000 335.0000 3.0000 169.0000 173.0000
335.0000 336.0000 3.0000 168.0000 175.0000
332.0000 336.0000 3.0000 168.0000 176.0000
331.0000 331.0000 3.0000 168.0000 175.0000
331.0000 332.0000 3.0000 167.0000 174.0000
333.0000 334.0000 3.0000 168.0000 175.0000
328.0000 332.0000 3.0000 167.0000 175.0000
331.0000 332.0000 3.0000 167.0000 175.0000
330.0000 332.0000 3.0000 167.0000 176.0000
331.0000 332.0000 3.0000 167.0000 176.0000
328.0000 334.0000 3.0000 166.0000 175.0000
331.0000 335.0000 3.0000 168.0000 176.0000
328.0000 332.0000 3.0000 168.0000 175.0000
332.0000 333.0000 3.0000 167.0000 175.0000
334.0000 336.0000 3.0000 168.0000 176.0000
328.0000 335.0000 3.0000 167.0000 175.0000
330.0000 332.0000 3.0000 167.0000 175.0000
328.0000 335.0000 3.0000 169.0000 176.0000
333.0000 334.0000 3.0000 168.0000 176.0000
331.0000 336.0000 3.0000 167.0000 175.0000
328.0000 332.0000 3.0000 168.0000 176.0000
334.0000 334.0000 3.0000 168.0000 175.0000
332.0000 334.0000 3.0000 169.0000 176.0000
328.0000 334.0000 3.0000 166.0000 174.0000
331.0000 332.0000 3.0000 167.0000 176.0000
328.0000 334.0000 3.0000 167.0000 176.0000
332.0000 334.0000 3.0000 166.0000 175.0000
332.0000 334.0000 3.0000 168.0000 175.0000
328.0000 334.0000 3.0000 166.0000 175.0000
329.0000 332.0000 3.0000 168.0000 176.0000
332.0000 334.0000 3.0000 169.0000 176.0000
331.0000 332.0000 3.0000 166.0000 176.0000
335.0000 336.0000 3.0000 167.0000 175.0000
332.0000 334.0000 3.0000 167.0000 176.0000
334.0000 336.0000 3.0000 167.0000 175.0000
329.0000 332.0000 3.0000 168.0000 176.0000
332.0000 333.0000 3.0000 168.0000 176.0000
328.0000 336.0000 3.0000 167.0000 175.0000
328.0000 334.0000 3.0000 167.0000 176.0000
328.0000 335.0000 3.0000 167.0000 175.0000
328.0000 333.0000 3.0000 167.0000 175.0000
328.0000 334.0000 3.0000 168.0000 175.0000
332.0000 334.0000 3.0000 167.0000 176.0000
334.0000 335.0000 3.0000 167.0000 175.0000
332.0000 334.0000 3.0000 167.0000 175.0000
333.0000 334.0000 3.0000 167.0000 175.0000
332.0000 334.0000 3.0000 168.0000 176.0000
331.0000 332.0000 3.0000 167.0000 175.0000
328.0000 332.0000 3.0000 168.0000 175.0000
331.0000 336.0000 3.0000 168.0000 176.0000
328.0000 333.0000 3.0000 167.0000 175.0000
333.0000 336.0000 3.0000 167.0000 176.0000
334.0000 335.0000 3.0000 168.0000 175.0000
331.0000 332.0000 3.0000 166.0000 175.0000
328.0000 334.0000 3.0000 168.0000 176.0000
332.0000 332.0000 3.0000 167.0000 175.0000
332.0000 334.0000 3.0000 168.0000 176.0000
331.0000 333.0000 3.0000 168.0000 176.0000
328.0000 334.0000 3.0000 166.0000 174.0000
328.0000 334.0000 3.0000 168.0000 175.0000
328.0000 335.0000 3.0000 167.0000 175.0000
331.0000 334.0000 3.0000 167.0000 176.0000
328.0000 334.0000 3.0000 168.0000 176.0000
333.0000 334.0000 3.0000 166.0000 175.0000
331.0000 332.0000 3.0000 167.0000 174.0000
332.0000 333.0000 3.0000 167.0000 176.0000
332.0000 334.0000 3.0000 166.0000 175.0000
328.0000 334.0000 3.0000 169.0000 175.0000
331.0000 337.0000 3.0000 167.0000 176.0000
334.0000 335.0000 3.0000 167.0000 175.0000
328.0000 333.0000 3.0000 167.0000 174.0000
328.0000 332.0000 3.0000 167.0000 176.0000
331.0000 336.0000 3.0000 166.0000 174.0000
331.0000 334.0000 3.0000 167.0000 175.0000
328.0000 332.0000 3.0000 168.0000 175.0000
331.0000 335.0000 3.0000 166.0000 175.0000
331.0000 333.0000 3.0000 168.0000 175.0000
332.0000 332.0000 3.0000 167.0000 175.0000
334.0000 334.0000 3.0000 167.0000 176.0000
326.0000 332.0000 3.0000 167.0000 174.0000
326.0000 332.0000 3.0000 167.0000 175.0000
331.0000 335.0000 3.0000 167.0000 175.0000
332.0000 334.0000 3.0000 166.0000 176.0000
331.0000 336.0000 3.0000 166.0000 176.0000
334.0000 335.0000 3.0000 168.0000 176.0000
328.0000 334.0000 3.0000 169.0000 175.0000
328.0000 332.0000 3.0000 167.0000 175.0000
331.0000 334.0000 3.0000 167.0000 175.0000
328.0000 332.0000 3.0000 168.0000 175.0000
331.0000 334.0000 3.0000 167.0000 176.0000
332.0000 334.0000 3.0000 167.0000 176.0000
332.0000 334.0000 3.0000 166.0000 176.0000
328.0000 334.0000 3.0000 168.0000 176.0000
328.0000 332.0000 3.0000 167.0000 176.0000
331.0000 332.0000 3.0000 166.0000 176.0000
328.0000 332.0000 3.0000 168.0000 176.0000
332.0000 334.0000 3.0000 167.0000 174.0000
328.0000 334.0000 3.0000 168.0000 175.0000
328.0000 335.0000 3.0000 168.0000 176.0000
331.0000 332.0000 3.0000 168.0000 176.0000
